Continente;Ordem continente;País;Ordem país;UF;Ordem UF;Via de acesso;Ordem via de acesso;Ano;Mês;Ordem mês;Chegadas
Europa;6;França;74;Rio Grande do Sul;21;Marítima;3;2011;abril;4;0
Europa;6;Grécia;81;Rio Grande do Sul;21;Marítima;3;2011;abril;4;0
Europa;6;Holanda;92;Rio Grande do Sul;21;Marítima;3;2011;abril;4;0
Europa;6;Hungria;94;Rio Grande do Sul;21;Marítima;3;2011;abril;4;0
Europa;6;Reino Unido;182;Rio Grande do Sul;21;Marítima;3;2011;abril;4;0
Europa;6;Irlanda;117;Rio Grande do Sul;21;Marítima;3;2011;abril;4;0
Europa;6;Itália;120;Rio Grande do Sul;21;Marítima;3;2011;abril;4;0
Europa;6;Noruega;164;Rio Grande do Sul;21;Marítima;3;2011;abril;4;0
Europa;6;Polônia;177;Rio Grande do Sul;21;Marítima;3;2011;abril;4;0
Europa;6;Portugal;179;Rio Grande do Sul;21;Marítima;3;2011;abril;4;0
Europa;6;República Tcheca;187;Rio Grande do Sul;21;Marítima;3;2011;abril;4;0
Europa;6;Rússia;190;Rio Grande do Sul;21;Marítima;3;2011;abril;4;0
Europa;6;Suécia;215;Rio Grande do Sul;21;Marítima;3;2011;abril;4;0
Europa;6;Suíça;216;Rio Grande do Sul;21;Marítima;3;2011;abril;4;0
Europa;6;Outros países;998;Rio Grande do Sul;21;Marítima;3;2011;abril;4;0
Oceania;7;Austrália;14;Rio Grande do Sul;21;Marítima;3;2011;abril;4;0
Oceania;7;Nova Zelândia;166;Rio Grande do Sul;21;Marítima;3;2011;abril;4;0
Oceania;7;Outros países;998;Rio Grande do Sul;21;Marítima;3;2011;abril;4;0
Continente não especificado;8;Países não especificados;999;Rio Grande do Sul;21;Marítima;3;2011;abril;4;0
África;1;África do Sul;2;Rio Grande do Sul;21;Marítima;3;2011;maio;5;0
África;1;Angola;6;Rio Grande do Sul;21;Marítima;3;2011;maio;5;0
África;1;Cabo Verde;35;Rio Grande do Sul;21;Marítima;3;2011;maio;5;0
África;1;Nigéria;162;Rio Grande do Sul;21;Marítima;3;2011;maio;5;0
África;1;Outros países;998;Rio Grande do Sul;21;Marítima;3;2011;maio;5;0
América Central e Caribe;2;Costa Rica;53;Rio Grande do Sul;21;Marítima;3;2011;maio;5;0
América Central e Caribe;2;Cuba;55;Rio Grande do Sul;21;Marítima;3;2011;maio;5;0
América Central e Caribe;2;Guatemala;84;Rio Grande do Sul;21;Marítima;3;2011;maio;5;0
América Central e Caribe;2;Panamá;170;Rio Grande do Sul;21;Marítima;3;2011;maio;5;0
América Central e Caribe;2;Outros países;998;Rio Grande do Sul;21;Marítima;3;2011;maio;5;0
América do Norte;3;Canadá;38;Rio Grande do Sul;21;Marítima;3;2011;maio;5;0
América do Norte;3;Estados Unidos;68;Rio Grande do Sul;21;Marítima;3;2011;maio;5;0
América do Norte;3;México;148;Rio Grande do Sul;21;Marítima;3;2011;maio;5;0
América do Sul;4;Argentina;11;Rio Grande do Sul;21;Marítima;3;2011;maio;5;88
América do Sul;4;Bolívia;26;Rio Grande do Sul;21;Marítima;3;2011;maio;5;0
América do Sul;4;Chile;42;Rio Grande do Sul;21;Marítima;3;2011;maio;5;0
América do Sul;4;Colômbia;48;Rio Grande do Sul;21;Marítima;3;2011;maio;5;0
América do Sul;4;Equador;63;Rio Grande do Sul;21;Marítima;3;2011;maio;5;0
América do Sul;4;Guiana Francesa;87;Rio Grande do Sul;21;Marítima;3;2011;maio;5;0
América do Sul;4;Paraguai;173;Rio Grande do Sul;21;Marítima;3;2011;maio;5;0
América do Sul;4;Peru;174;Rio Grande do Sul;21;Marítima;3;2011;maio;5;0
América do Sul;4;Guiana;86;Rio Grande do Sul;21;Marítima;3;2011;maio;5;0
América do Sul;4;Suriname;217;Rio Grande do Sul;21;Marítima;3;2011;maio;5;0
América do Sul;4;Uruguai;234;Rio Grande do Sul;21;Marítima;3;2011;maio;5;0
América do Sul;4;Venezuela;238;Rio Grande do Sul;21;Marítima;3;2011;maio;5;0
Ásia;5;China;43;Rio Grande do Sul;21;Marítima;3;2011;maio;5;0
Ásia;5;Índia;113;Rio Grande do Sul;21;Marítima;3;2011;maio;5;0
Ásia;5;Israel;119;Rio Grande do Sul;21;Marítima;3;2011;maio;5;0
Ásia;5;Japão;122;Rio Grande do Sul;21;Marítima;3;2011;maio;5;0
Ásia;5;República da Coreia;184;Rio Grande do Sul;21;Marítima;3;2011;maio;5;0
Ásia;5;Outros países;998;Rio Grande do Sul;21;Marítima;3;2011;maio;5;165
Europa;6;Alemanha;4;Rio Grande do Sul;21;Marítima;3;2011;maio;5;0
Europa;6;Áustria;15;Rio Grande do Sul;21;Marítima;3;2011;maio;5;0
Europa;6;Bélgica;21;Rio Grande do Sul;21;Marítima;3;2011;maio;5;0
Europa;6;Dinamarca;57;Rio Grande do Sul;21;Marítima;3;2011;maio;5;0
Europa;6;Espanha;67;Rio Grande do Sul;21;Marítima;3;2011;maio;5;0
Europa;6;Finlândia;73;Rio Grande do Sul;21;Marítima;3;2011;maio;5;0
Europa;6;França;74;Rio Grande do Sul;21;Marítima;3;2011;maio;5;0
Europa;6;Grécia;81;Rio Grande do Sul;21;Marítima;3;2011;maio;5;4
Europa;6;Holanda;92;Rio Grande do Sul;21;Marítima;3;2011;maio;5;0
Europa;6;Hungria;94;Rio Grande do Sul;21;Marítima;3;2011;maio;5;0
Europa;6;Reino Unido;182;Rio Grande do Sul;21;Marítima;3;2011;maio;5;0
Europa;6;Irlanda;117;Rio Grande do Sul;21;Marítima;3;2011;maio;5;0
Europa;6;Itália;120;Rio Grande do Sul;21;Marítima;3;2011;maio;5;0
Europa;6;Noruega;164;Rio Grande do Sul;21;Marítima;3;2011;maio;5;0
Europa;6;Polônia;177;Rio Grande do Sul;21;Marítima;3;2011;maio;5;0
Europa;6;Portugal;179;Rio Grande do Sul;21;Marítima;3;2011;maio;5;0
Europa;6;República Tcheca;187;Rio Grande do Sul;21;Marítima;3;2011;maio;5;0
Europa;6;Rússia;190;Rio Grande do Sul;21;Marítima;3;2011;maio;5;0
Europa;6;Suécia;215;Rio Grande do Sul;21;Marítima;3;2011;maio;5;0
Europa;6;Suíça;216;Rio Grande do Sul;21;Marítima;3;2011;maio;5;0
Europa;6;Outros países;998;Rio Grande do Sul;21;Marítima;3;2011;maio;5;7
Oceania;7;Austrália;14;Rio Grande do Sul;21;Marítima;3;2011;maio;5;0
Oceania;7;Nova Zelândia;166;Rio Grande do Sul;21;Marítima;3;2011;maio;5;0
Oceania;7;Outros países;998;Rio Grande do Sul;21;Marítima;3;2011;maio;5;0
Continente não especificado;8;Países não especificados;999;Rio Grande do Sul;21;Marítima;3;2011;maio;5;0
África;1;África do Sul;2;Rio Grande do Sul;21;Marítima;3;2011;junho;6;0
África;1;Angola;6;Rio Grande do Sul;21;Marítima;3;2011;junho;6;0
África;1;Cabo Verde;35;Rio Grande do Sul;21;Marítima;3;2011;junho;6;0
África;1;Nigéria;162;Rio Grande do Sul;21;Marítima;3;2011;junho;6;0
África;1;Outros países;998;Rio Grande do Sul;21;Marítima;3;2011;junho;6;0
América Central e Caribe;2;Costa Rica;53;Rio Grande do Sul;21;Marítima;3;2011;junho;6;0
América Central e Caribe;2;Cuba;55;Rio Grande do Sul;21;Marítima;3;2011;junho;6;0
América Central e Caribe;2;Guatemala;84;Rio Grande do Sul;21;Marítima;3;2011;junho;6;0
América Central e Caribe;2;Panamá;170;Rio Grande do Sul;21;Marítima;3;2011;junho;6;0
América Central e Caribe;2;Outros países;998;Rio Grande do Sul;21;Marítima;3;2011;junho;6;0
América do Norte;3;Canadá;38;Rio Grande do Sul;21;Marítima;3;2011;junho;6;0
América do Norte;3;Estados Unidos;68;Rio Grande do Sul;21;Marítima;3;2011;junho;6;0
América do Norte;3;México;148;Rio Grande do Sul;21;Marítima;3;2011;junho;6;0
América do Sul;4;Argentina;11;Rio Grande do Sul;21;Marítima;3;2011;junho;6;88
América do Sul;4;Bolívia;26;Rio Grande do Sul;21;Marítima;3;2011;junho;6;0
América do Sul;4;Chile;42;Rio Grande do Sul;21;Marítima;3;2011;junho;6;0
América do Sul;4;Colômbia;48;Rio Grande do Sul;21;Marítima;3;2011;junho;6;0
América do Sul;4;Equador;63;Rio Grande do Sul;21;Marítima;3;2011;junho;6;0
América do Sul;4;Guiana Francesa;87;Rio Grande do Sul;21;Marítima;3;2011;junho;6;0
América do Sul;4;Paraguai;173;Rio Grande do Sul;21;Marítima;3;2011;junho;6;0
América do Sul;4;Peru;174;Rio Grande do Sul;21;Marítima;3;2011;junho;6;0
América do Sul;4;Guiana;86;Rio Grande do Sul;21;Marítima;3;2011;junho;6;0
América do Sul;4;Suriname;217;Rio Grande do Sul;21;Marítima;3;2011;junho;6;0
América do Sul;4;Uruguai;234;Rio Grande do Sul;21;Marítima;3;2011;junho;6;0
América do Sul;4;Venezuela;238;Rio Grande do Sul;21;Marítima;3;2011;junho;6;0
Ásia;5;China;43;Rio Grande do Sul;21;Marítima;3;2011;junho;6;0
Ásia;5;Índia;113;Rio Grande do Sul;21;Marítima;3;2011;junho;6;0
Ásia;5;Israel;119;Rio Grande do Sul;21;Marítima;3;2011;junho;6;0
Ásia;5;Japão;122;Rio Grande do Sul;21;Marítima;3;2011;junho;6;0
Ásia;5;República da Coreia;184;Rio Grande do Sul;21;Marítima;3;2011;junho;6;0
Ásia;5;Outros países;998;Rio Grande do Sul;21;Marítima;3;2011;junho;6;84
Europa;6;Alemanha;4;Rio Grande do Sul;21;Marítima;3;2011;junho;6;0
Europa;6;Áustria;15;Rio Grande do Sul;21;Marítima;3;2011;junho;6;0
Europa;6;Bélgica;21;Rio Grande do Sul;21;Marítima;3;2011;junho;6;0
Europa;6;Dinamarca;57;Rio Grande do Sul;21;Marítima;3;2011;junho;6;0
Europa;6;Espanha;67;Rio Grande do Sul;21;Marítima;3;2011;junho;6;0
Europa;6;Finlândia;73;Rio Grande do Sul;21;Marítima;3;2011;junho;6;0
Europa;6;França;74;Rio Grande do Sul;21;Marítima;3;2011;junho;6;0
Europa;6;Grécia;81;Rio Grande do Sul;21;Marítima;3;2011;junho;6;0
Europa;6;Holanda;92;Rio Grande do Sul;21;Marítima;3;2011;junho;6;0
Europa;6;Hungria;94;Rio Grande do Sul;21;Marítima;3;2011;junho;6;0
Europa;6;Reino Unido;182;Rio Grande do Sul;21;Marítima;3;2011;junho;6;4
Europa;6;Irlanda;117;Rio Grande do Sul;21;Marítima;3;2011;junho;6;0
Europa;6;Itália;120;Rio Grande do Sul;21;Marítima;3;2011;junho;6;4
Europa;6;Noruega;164;Rio Grande do Sul;21;Marítima;3;2011;junho;6;0
Europa;6;Polônia;177;Rio Grande do Sul;21;Marítima;3;2011;junho;6;4
Europa;6;Portugal;179;Rio Grande do Sul;21;Marítima;3;2011;junho;6;0
Europa;6;República Tcheca;187;Rio Grande do Sul;21;Marítima;3;2011;junho;6;0
Europa;6;Rússia;190;Rio Grande do Sul;21;Marítima;3;2011;junho;6;0
Europa;6;Suécia;215;Rio Grande do Sul;21;Marítima;3;2011;junho;6;0
Europa;6;Suíça;216;Rio Grande do Sul;21;Marítima;3;2011;junho;6;0
Europa;6;Outros países;998;Rio Grande do Sul;21;Marítima;3;2011;junho;6;4
Oceania;7;Austrália;14;Rio Grande do Sul;21;Marítima;3;2011;junho;6;0
Oceania;7;Nova Zelândia;166;Rio Grande do Sul;21;Marítima;3;2011;junho;6;0
Oceania;7;Outros países;998;Rio Grande do Sul;21;Marítima;3;2011;junho;6;0
Continente não especificado;8;Países não especificados;999;Rio Grande do Sul;21;Marítima;3;2011;junho;6;0
África;1;África do Sul;2;Rio Grande do Sul;21;Marítima;3;2011;julho;7;0
África;1;Angola;6;Rio Grande do Sul;21;Marítima;3;2011;julho;7;0
África;1;Cabo Verde;35;Rio Grande do Sul;21;Marítima;3;2011;julho;7;0
África;1;Nigéria;162;Rio Grande do Sul;21;Marítima;3;2011;julho;7;0
África;1;Outros países;998;Rio Grande do Sul;21;Marítima;3;2011;julho;7;0
América Central e Caribe;2;Costa Rica;53;Rio Grande do Sul;21;Marítima;3;2011;julho;7;0
América Central e Caribe;2;Cuba;55;Rio Grande do Sul;21;Marítima;3;2011;julho;7;0
América Central e Caribe;2;Guatemala;84;Rio Grande do Sul;21;Marítima;3;2011;julho;7;0
América Central e Caribe;2;Panamá;170;Rio Grande do Sul;21;Marítima;3;2011;julho;7;0
América Central e Caribe;2;Outros países;998;Rio Grande do Sul;21;Marítima;3;2011;julho;7;0
América do Norte;3;Canadá;38;Rio Grande do Sul;21;Marítima;3;2011;julho;7;0
América do Norte;3;Estados Unidos;68;Rio Grande do Sul;21;Marítima;3;2011;julho;7;0
América do Norte;3;México;148;Rio Grande do Sul;21;Marítima;3;2011;julho;7;0
América do Sul;4;Argentina;11;Rio Grande do Sul;21;Marítima;3;2011;julho;7;151
América do Sul;4;Bolívia;26;Rio Grande do Sul;21;Marítima;3;2011;julho;7;0
América do Sul;4;Chile;42;Rio Grande do Sul;21;Marítima;3;2011;julho;7;0
América do Sul;4;Colômbia;48;Rio Grande do Sul;21;Marítima;3;2011;julho;7;0
América do Sul;4;Equador;63;Rio Grande do Sul;21;Marítima;3;2011;julho;7;0
América do Sul;4;Guiana Francesa;87;Rio Grande do Sul;21;Marítima;3;2011;julho;7;0
América do Sul;4;Paraguai;173;Rio Grande do Sul;21;Marítima;3;2011;julho;7;0
América do Sul;4;Peru;174;Rio Grande do Sul;21;Marítima;3;2011;julho;7;0
América do Sul;4;Guiana;86;Rio Grande do Sul;21;Marítima;3;2011;julho;7;0
América do Sul;4;Suriname;217;Rio Grande do Sul;21;Marítima;3;2011;julho;7;0
América do Sul;4;Uruguai;234;Rio Grande do Sul;21;Marítima;3;2011;julho;7;0
América do Sul;4;Venezuela;238;Rio Grande do Sul;21;Marítima;3;2011;julho;7;0
Ásia;5;China;43;Rio Grande do Sul;21;Marítima;3;2011;julho;7;0
Ásia;5;Índia;113;Rio Grande do Sul;21;Marítima;3;2011;julho;7;0
Ásia;5;Israel;119;Rio Grande do Sul;21;Marítima;3;2011;julho;7;0
Ásia;5;Japão;122;Rio Grande do Sul;21;Marítima;3;2011;julho;7;0
Ásia;5;República da Coreia;184;Rio Grande do Sul;21;Marítima;3;2011;julho;7;0
Ásia;5;Outros países;998;Rio Grande do Sul;21;Marítima;3;2011;julho;7;151
Europa;6;Alemanha;4;Rio Grande do Sul;21;Marítima;3;2011;julho;7;0
Europa;6;Áustria;15;Rio Grande do Sul;21;Marítima;3;2011;julho;7;0
Europa;6;Bélgica;21;Rio Grande do Sul;21;Marítima;3;2011;julho;7;0
Europa;6;Dinamarca;57;Rio Grande do Sul;21;Marítima;3;2011;julho;7;0
Europa;6;Espanha;67;Rio Grande do Sul;21;Marítima;3;2011;julho;7;0
Europa;6;Finlândia;73;Rio Grande do Sul;21;Marítima;3;2011;julho;7;0
Europa;6;França;74;Rio Grande do Sul;21;Marítima;3;2011;julho;7;0
Europa;6;Grécia;81;Rio Grande do Sul;21;Marítima;3;2011;julho;7;18
Europa;6;Holanda;92;Rio Grande do Sul;21;Marítima;3;2011;julho;7;0
Europa;6;Hungria;94;Rio Grande do Sul;21;Marítima;3;2011;julho;7;0
Europa;6;Reino Unido;182;Rio Grande do Sul;21;Marítima;3;2011;julho;7;0
Europa;6;Irlanda;117;Rio Grande do Sul;21;Marítima;3;2011;julho;7;0
Europa;6;Itália;120;Rio Grande do Sul;21;Marítima;3;2011;julho;7;0
Europa;6;Noruega;164;Rio Grande do Sul;21;Marítima;3;2011;julho;7;0
Europa;6;Polônia;177;Rio Grande do Sul;21;Marítima;3;2011;julho;7;0
Europa;6;Portugal;179;Rio Grande do Sul;21;Marítima;3;2011;julho;7;0
Europa;6;República Tcheca;187;Rio Grande do Sul;21;Marítima;3;2011;julho;7;0
Europa;6;Rússia;190;Rio Grande do Sul;21;Marítima;3;2011;julho;7;0
Europa;6;Suécia;215;Rio Grande do Sul;21;Marítima;3;2011;julho;7;0
Europa;6;Suíça;216;Rio Grande do Sul;21;Marítima;3;2011;julho;7;0
Europa;6;Outros países;998;Rio Grande do Sul;21;Marítima;3;2011;julho;7;0
Oceania;7;Austrália;14;Rio Grande do Sul;21;Marítima;3;2011;julho;7;4
Oceania;7;Nova Zelândia;166;Rio Grande do Sul;21;Marítima;3;2011;julho;7;0
Oceania;7;Outros países;998;Rio Grande do Sul;21;Marítima;3;2011;julho;7;0
Continente não especificado;8;Países não especificados;999;Rio Grande do Sul;21;Marítima;3;2011;julho;7;0
África;1;África do Sul;2;Rio Grande do Sul;21;Marítima;3;2011;agosto;8;0
África;1;Angola;6;Rio Grande do Sul;21;Marítima;3;2011;agosto;8;0
África;1;Cabo Verde;35;Rio Grande do Sul;21;Marítima;3;2011;agosto;8;0
África;1;Nigéria;162;Rio Grande do Sul;21;Marítima;3;2011;agosto;8;0
África;1;Outros países;998;Rio Grande do Sul;21;Marítima;3;2011;agosto;8;0
América Central e Caribe;2;Costa Rica;53;Rio Grande do Sul;21;Marítima;3;2011;agosto;8;0
América Central e Caribe;2;Cuba;55;Rio Grande do Sul;21;Marítima;3;2011;agosto;8;0
América Central e Caribe;2;Guatemala;84;Rio Grande do Sul;21;Marítima;3;2011;agosto;8;0
América Central e Caribe;2;Panamá;170;Rio Grande do Sul;21;Marítima;3;2011;agosto;8;0
América Central e Caribe;2;Outros países;998;Rio Grande do Sul;21;Marítima;3;2011;agosto;8;0
América do Norte;3;Canadá;38;Rio Grande do Sul;21;Marítima;3;2011;agosto;8;0
América do Norte;3;Estados Unidos;68;Rio Grande do Sul;21;Marítima;3;2011;agosto;8;0
América do Norte;3;México;148;Rio Grande do Sul;21;Marítima;3;2011;agosto;8;0
América do Sul;4;Argentina;11;Rio Grande do Sul;21;Marítima;3;2011;agosto;8;0
América do Sul;4;Bolívia;26;Rio Grande do Sul;21;Marítima;3;2011;agosto;8;0
América do Sul;4;Chile;42;Rio Grande do Sul;21;Marítima;3;2011;agosto;8;0
América do Sul;4;Colômbia;48;Rio Grande do Sul;21;Marítima;3;2011;agosto;8;0
América do Sul;4;Equador;63;Rio Grande do Sul;21;Marítima;3;2011;agosto;8;0
América do Sul;4;Guiana Francesa;87;Rio Grande do Sul;21;Marítima;3;2011;agosto;8;0
América do Sul;4;Paraguai;173;Rio Grande do Sul;21;Marítima;3;2011;agosto;8;0
América do Sul;4;Peru;174;Rio Grande do Sul;21;Marítima;3;2011;agosto;8;0
América do Sul;4;Guiana;86;Rio Grande do Sul;21;Marítima;3;2011;agosto;8;0
América do Sul;4;Suriname;217;Rio Grande do Sul;21;Marítima;3;2011;agosto;8;0
América do Sul;4;Uruguai;234;Rio Grande do Sul;21;Marítima;3;2011;agosto;8;0
América do Sul;4;Venezuela;238;Rio Grande do Sul;21;Marítima;3;2011;agosto;8;0
Ásia;5;China;43;Rio Grande do Sul;21;Marítima;3;2011;agosto;8;0
Ásia;5;Índia;113;Rio Grande do Sul;21;Marítima;3;2011;agosto;8;0
Ásia;5;Israel;119;Rio Grande do Sul;21;Marítima;3;2011;agosto;8;0
Ásia;5;Japão;122;Rio Grande do Sul;21;Marítima;3;2011;agosto;8;0
Ásia;5;República da Coreia;184;Rio Grande do Sul;21;Marítima;3;2011;agosto;8;0
Ásia;5;Outros países;998;Rio Grande do Sul;21;Marítima;3;2011;agosto;8;157
Europa;6;Alemanha;4;Rio Grande do Sul;21;Marítima;3;2011;agosto;8;0
Europa;6;Áustria;15;Rio Grande do Sul;21;Marítima;3;2011;agosto;8;0
Europa;6;Bélgica;21;Rio Grande do Sul;21;Marítima;3;2011;agosto;8;0
Europa;6;Dinamarca;57;Rio Grande do Sul;21;Marítima;3;2011;agosto;8;0
Europa;6;Espanha;67;Rio Grande do Sul;21;Marítima;3;2011;agosto;8;0
Europa;6;Finlândia;73;Rio Grande do Sul;21;Marítima;3;2011;agosto;8;0
Europa;6;França;74;Rio Grande do Sul;21;Marítima;3;2011;agosto;8;0
Europa;6;Grécia;81;Rio Grande do Sul;21;Marítima;3;2011;agosto;8;0
Europa;6;Holanda;92;Rio Grande do Sul;21;Marítima;3;2011;agosto;8;0
Europa;6;Hungria;94;Rio Grande do Sul;21;Marítima;3;2011;agosto;8;0
Europa;6;Reino Unido;182;Rio Grande do Sul;21;Marítima;3;2011;agosto;8;0
Europa;6;Irlanda;117;Rio Grande do Sul;21;Marítima;3;2011;agosto;8;0
Europa;6;Itália;120;Rio Grande do Sul;21;Marítima;3;2011;agosto;8;0
Europa;6;Noruega;164;Rio Grande do Sul;21;Marítima;3;2011;agosto;8;0
Europa;6;Polônia;177;Rio Grande do Sul;21;Marítima;3;2011;agosto;8;0
Europa;6;Portugal;179;Rio Grande do Sul;21;Marítima;3;2011;agosto;8;0
Europa;6;República Tcheca;187;Rio Grande do Sul;21;Marítima;3;2011;agosto;8;0
Europa;6;Rússia;190;Rio Grande do Sul;21;Marítima;3;2011;agosto;8;7
Europa;6;Suécia;215;Rio Grande do Sul;21;Marítima;3;2011;agosto;8;0
Europa;6;Suíça;216;Rio Grande do Sul;21;Marítima;3;2011;agosto;8;0
Europa;6;Outros países;998;Rio Grande do Sul;21;Marítima;3;2011;agosto;8;15
Oceania;7;Austrália;14;Rio Grande do Sul;21;Marítima;3;2011;agosto;8;0
Oceania;7;Nova Zelândia;166;Rio Grande do Sul;21;Marítima;3;2011;agosto;8;0
Oceania;7;Outros países;998;Rio Grande do Sul;21;Marítima;3;2011;agosto;8;0
Continente não especificado;8;Países não especificados;999;Rio Grande do Sul;21;Marítima;3;2011;agosto;8;0
África;1;África do Sul;2;Rio Grande do Sul;21;Marítima;3;2011;setembro;9;0
África;1;Angola;6;Rio Grande do Sul;21;Marítima;3;2011;setembro;9;0
África;1;Cabo Verde;35;Rio Grande do Sul;21;Marítima;3;2011;setembro;9;0
África;1;Nigéria;162;Rio Grande do Sul;21;Marítima;3;2011;setembro;9;0
África;1;Outros países;998;Rio Grande do Sul;21;Marítima;3;2011;setembro;9;0
América Central e Caribe;2;Costa Rica;53;Rio Grande do Sul;21;Marítima;3;2011;setembro;9;0
América Central e Caribe;2;Cuba;55;Rio Grande do Sul;21;Marítima;3;2011;setembro;9;0
América Central e Caribe;2;Guatemala;84;Rio Grande do Sul;21;Marítima;3;2011;setembro;9;0
América Central e Caribe;2;Panamá;170;Rio Grande do Sul;21;Marítima;3;2011;setembro;9;0
América Central e Caribe;2;Outros países;998;Rio Grande do Sul;21;Marítima;3;2011;setembro;9;0
América do Norte;3;Canadá;38;Rio Grande do Sul;21;Marítima;3;2011;setembro;9;0
América do Norte;3;Estados Unidos;68;Rio Grande do Sul;21;Marítima;3;2011;setembro;9;0
América do Norte;3;México;148;Rio Grande do Sul;21;Marítima;3;2011;setembro;9;0
América do Sul;4;Argentina;11;Rio Grande do Sul;21;Marítima;3;2011;setembro;9;77
América do Sul;4;Bolívia;26;Rio Grande do Sul;21;Marítima;3;2011;setembro;9;0
América do Sul;4;Chile;42;Rio Grande do Sul;21;Marítima;3;2011;setembro;9;0
América do Sul;4;Colômbia;48;Rio Grande do Sul;21;Marítima;3;2011;setembro;9;0
América do Sul;4;Equador;63;Rio Grande do Sul;21;Marítima;3;2011;setembro;9;0
América do Sul;4;Guiana Francesa;87;Rio Grande do Sul;21;Marítima;3;2011;setembro;9;0
América do Sul;4;Paraguai;173;Rio Grande do Sul;21;Marítima;3;2011;setembro;9;0
América do Sul;4;Peru;174;Rio Grande do Sul;21;Marítima;3;2011;setembro;9;0
América do Sul;4;Guiana;86;Rio Grande do Sul;21;Marítima;3;2011;setembro;9;0
América do Sul;4;Suriname;217;Rio Grande do Sul;21;Marítima;3;2011;setembro;9;0
América do Sul;4;Uruguai;234;Rio Grande do Sul;21;Marítima;3;2011;setembro;9;0
América do Sul;4;Venezuela;238;Rio Grande do Sul;21;Marítima;3;2011;setembro;9;0
Ásia;5;China;43;Rio Grande do Sul;21;Marítima;3;2011;setembro;9;0
Ásia;5;Índia;113;Rio Grande do Sul;21;Marítima;3;2011;setembro;9;0
Ásia;5;Israel;119;Rio Grande do Sul;21;Marítima;3;2011;setembro;9;0
Ásia;5;Japão;122;Rio Grande do Sul;21;Marítima;3;2011;setembro;9;0
Ásia;5;República da Coreia;184;Rio Grande do Sul;21;Marítima;3;2011;setembro;9;0
Ásia;5;Outros países;998;Rio Grande do Sul;21;Marítima;3;2011;setembro;9;224
Europa;6;Alemanha;4;Rio Grande do Sul;21;Marítima;3;2011;setembro;9;0
Europa;6;Áustria;15;Rio Grande do Sul;21;Marítima;3;2011;setembro;9;0
Europa;6;Bélgica;21;Rio Grande do Sul;21;Marítima;3;2011;setembro;9;0
Europa;6;Dinamarca;57;Rio Grande do Sul;21;Marítima;3;2011;setembro;9;0
